"Date","Price","Open","High","Low","Vol.","Change %"
"06/12/2018","361.00","364.00","364.00","358.20","41.22K","0.06%"
"06/13/2018","362.00","360.40","363.80","359.20","37.04K","0.28%"
"06/14/2018","361.00","360.60","363.20","357.00","67.22K","-0.28%"
"06/15/2018","356.00","360.60","363.00","356.00","196.45K","-1.39%"
"06/18/2018","339.80","354.60","357.80","339.80","35.00K","-4.55%"
"06/19/2018","327.60","339.00","339.00","327.20","95.72K","-3.59%"
"06/20/2018","352.60","331.40","354.00","331.40","64.54K","7.63%"
"06/21/2018","340.00","340.00","351.00","336.80","51.28K","-3.57%"
"06/22/2018","344.00","342.00","348.80","341.20","31.85K","1.18%"
"06/25/2018","346.00","340.20","350.00","340.20","23.20K","0.58%"
"06/26/2018","339.20","344.80","348.00","337.20","27.87K","-1.97%"
"06/27/2018","339.20","337.00","340.00","335.40","32.21K","0.00%"
"06/28/2018","331.60","335.00","339.20","330.80","52.91K","-2.24%"
"06/29/2018","333.60","330.60","337.40","330.00","59.90K","0.60%"
"07/02/2018","336.40","331.00","340.80","326.40","95.31K","0.84%"
"07/03/2018","339.80","336.00","341.00","334.40","26.88K","1.01%"
"07/04/2018","343.60","340.40","343.60","340.00","14.41K","1.12%"
"07/05/2018","336.00","342.40","346.60","336.00","18.94K","-2.21%"
"07/06/2018","332.20","336.00","338.20","329.80","52.99K","-1.13%"
"07/09/2018","331.60","335.40","335.80","330.40","24.91K","-0.18%"
"07/10/2018","344.00","332.00","344.60","328.20","52.90K","3.74%"
"07/11/2018","339.40","338.40","342.60","336.00","34.54K","-1.34%"
"07/12/2018","343.40","339.20","345.80","338.60","20.71K","1.18%"
"07/13/2018","337.60","344.00","345.20","331.40","45.13K","-1.69%"
"07/16/2018","330.20","338.40","338.60","330.20","17.31K","-2.19%"
"07/17/2018","328.40","335.00","335.60","324.20","65.18K","-0.55%"
"07/18/2018","329.80","329.20","333.00","326.40","27.35K","0.43%"
"07/19/2018","328.00","328.00","330.60","324.40","64.21K","-0.55%"
"07/20/2018","328.00","329.00","330.40","325.20","62.87K","0.00%"
"07/23/2018","332.00","331.00","332.00","328.20","76.85K","1.22%"
"07/24/2018","347.00","332.40","347.20","331.80","50.16K","4.52%"
"07/25/2018","356.00","347.00","356.80","346.80","96.14K","2.59%"
"07/26/2018","359.40","353.80","360.00","350.20","50.92K","0.96%"
"07/27/2018","355.40","359.40","359.60","355.00","36.99K","-1.11%"
"07/30/2018","365.60","355.60","366.60","354.00","39.09K","2.87%"
"07/31/2018","366.80","354.60","370.60","353.20","61.42K","0.33%"
"08/01/2018","378.20","369.00","378.20","362.60","61.02K","3.11%"
"08/02/2018","370.00","374.40","374.80","366.40","35.57K","-2.17%"
"08/03/2018","370.80","370.60","372.00","363.20","27.55K","0.22%"
"08/06/2018","371.00","370.80","373.20","366.60","59.15K","0.05%"
"08/07/2018","374.60","367.00","376.60","367.00","28.33K","0.97%"
"08/08/2018","368.20","373.00","373.00","365.20","58.33K","-1.71%"
"08/09/2018","363.60","365.20","365.40","358.80","35.99K","-1.25%"
"08/10/2018","350.20","357.00","361.00","349.00","41.00K","-3.69%"
"08/13/2018","354.20","349.20","357.20","345.00","31.66K","1.14%"
"08/14/2018","347.40","354.20","357.00","345.20","26.02K","-1.92%"
"08/16/2018","347.00","347.40","350.00","345.20","46.35K","-0.12%"
"08/17/2018","342.00","344.20","345.00","338.60","39.05K","-1.44%"
"08/20/2018","348.00","342.00","349.60","342.00","38.16K","1.75%"
"08/21/2018","358.40","351.00","361.00","349.00","44.38K","2.99%"
"08/22/2018","370.00","357.00","372.80","357.00","100.30K","3.24%"
"08/23/2018","380.00","370.00","380.00","365.60","80.62K","2.70%"
"08/24/2018","373.80","375.40","381.20","369.20","73.50K","-1.63%"
"08/27/2018","380.00","374.60","383.20","374.00","50.00K","1.66%"
"08/28/2018","381.00","382.60","384.00","378.40","108.45K","0.26%"
"08/29/2018","380.00","382.80","383.60","379.00","195.03K","-0.26%"
"08/30/2018","377.00","381.00","381.00","375.80","71.15K","-0.79%"
"08/31/2018","376.00","377.00","378.60","370.60","54.12K","-0.27%"
"09/03/2018","378.80","375.20","379.80","374.40","29.24K","0.74%"
"09/04/2018","377.00","378.00","379.40","375.60","130.29K","-0.48%"
"09/05/2018","372.00","377.00","378.60","371.20","96.20K","-1.33%"
"09/06/2018","376.00","374.00","382.20","372.00","84.61K","1.08%"
"09/07/2018","371.80","379.00","379.00","368.60","61.03K","-1.12%"
"09/10/2018","379.00","370.00","379.00","367.60","33.23K","1.94%"
"09/11/2018","373.40","375.20","379.20","365.40","70.92K","-1.48%"
"09/12/2018","355.60","367.80","379.00","355.60","203.89K","-4.77%"
"09/13/2018","371.40","356.00","375.80","356.00","46.33K","4.44%"
"09/14/2018","371.80","373.00","374.60","368.60","60.81K","0.11%"
"09/17/2018","362.40","370.00","371.00","359.80","74.39K","-2.53%"
"09/18/2018","367.20","362.00","368.00","362.00","35.53K","1.32%"
"09/19/2018","372.60","368.00","372.60","358.60","82.39K","1.47%"
"09/20/2018","376.20","373.00","383.00","370.80","98.44K","0.97%"
"09/21/2018","373.40","378.60","382.00","372.20","613.54K","-0.74%"
"09/24/2018","369.80","377.80","377.80","368.00","41.12K","-0.96%"
"09/25/2018","379.00","373.00","380.00","369.20","44.62K","2.49%"
"09/26/2018","377.80","377.00","378.00","373.20","20.42K","-0.32%"
"09/27/2018","377.20","372.00","379.00","368.60","41.68K","-0.16%"
"09/28/2018","375.60","377.20","379.20","375.40","86.07K","-0.42%"
"10/01/2018","374.20","379.40","380.00","373.20","45.90K","-0.37%"
"10/02/2018","370.80","369.60","373.20","367.20","37.39K","-0.91%"
"10/03/2018","367.00","372.00","379.40","367.00","38.56K","-1.02%"
"10/04/2018","361.80","365.60","366.60","361.80","30.99K","-1.42%"
"10/05/2018","358.40","364.60","364.60","357.40","31.96K","-0.94%"
"10/08/2018","357.00","357.20","362.00","354.00","29.43K","-0.39%"
"10/09/2018","356.40","358.20","360.00","350.60","53.21K","-0.17%"
"10/10/2018","353.60","359.60","359.60","350.60","48.41K","-0.79%"
"10/11/2018","345.80","346.60","351.00","342.60","72.66K","-2.21%"
"10/12/2018","348.60","350.00","352.00","345.00","68.21K","0.81%"
"10/15/2018","350.40","348.40","351.60","342.80","38.69K","0.52%"
"10/16/2018","355.80","350.80","355.80","348.80","40.96K","1.54%"
"10/17/2018","348.20","357.00","359.00","344.00","54.16K","-2.14%"
"10/18/2018","349.40","348.20","351.40","345.20","29.18K","0.34%"
"10/19/2018","356.20","354.20","356.20","343.20","48.53K","1.95%"
"10/22/2018","344.80","357.40","358.00","341.20","36.22K","-3.20%"
"10/23/2018","340.80","344.60","344.60","338.00","36.99K","-1.16%"
"10/24/2018","339.40","338.80","344.40","338.20","52.97K","-0.41%"
"10/25/2018","340.00","335.40","342.00","335.00","30.93K","0.18%"
"10/26/2018","331.20","341.00","341.60","330.80","35.47K","-2.59%"
"10/29/2018","338.80","332.00","339.80","332.00","28.38K","2.29%"
"10/30/2018","338.40","338.60","340.80","334.20","31.62K","-0.12%"
"10/31/2018","340.40","342.00","342.00","333.40","69.94K","0.59%"
"11/02/2018","353.80","345.80","353.80","342.40","60.11K","3.94%"
"11/05/2018","359.20","349.20","364.40","348.00","43.89K","1.53%"
"11/06/2018","360.20","361.00","363.40","355.60","29.65K","0.28%"
"11/07/2018","367.60","361.40","371.80","357.40","61.33K","2.05%"
"11/08/2018","370.40","370.20","371.00","365.00","25.52K","0.76%"
"11/09/2018","353.60","369.40","369.40","353.60","23.02K","-4.54%"
"11/13/2018","366.60","353.60","371.40","353.60","43.98K","3.68%"
